14629870980.811466,4967899178441.856445,27241166832.642910,2001467190.049230,0.000000
15329381673.794096,2037962637429.085938,27382555444.421062,2384993988.344658,0.000000
15827189643.234806,-1258935408007.473633,26937733244.417580,2650619487.054115,-0.000000
15811838227.230400,-1207412256072.076172,26801616821.703587,2628155404.602128,-0.000000
16201134085.428911,-2040905422831.023926,26600069532.904076,2622263832.086452,-0.000000
16420043516.144325,-2196642933278.577393,26743282291.577187,2620646282.740019,-0.000000
-8370721519.198228,12664469687395.373047,13542716445.502163,-2080089510.028292,0.000000
-9316957858.069374,15043656421582.554688,17852755110.758846,-2075234848.893343,0.000000
14148501871.477877,-6503782105455.186523,20348927279.328064,2628722692.438568,-0.000000
10095461729.351877,11898300533734.328125,21194812046.249302,-741035322.673239,0.000000
-14052322019.751932,-17221959222010.939453,15313063624.428362,2814754866.306015,0.000000
7457421248.043206,13430932354671.533203,18504354646.321198,-2615701719.231539,0.000000
6871304797.647527,7807149194645.552734,31819025881.870571,3597598970.593841,0.000000
8853875947.141376,7175906950273.681641,19535074106.093624,7412952504.413377,0.000000
6751556141.398484,7795495566106.551758,31861779997.117146,3614810803.451538,-0.000000
6007553396.370972,6230850988830.994141,3433101982.806716,7412952504.412968,0.000000
6925979715.242355,7827719496219.229492,32125405659.192249,3607135076.816089,0.000000
15055060941.808023,-974414871166.943726,-37826989014.358261,7412952504.412901,0.000000
6562820349.735646,5473493489570.609375,-1221040070.505839,7412952504.412913,0.000000
19181605403.976845,-2191173427516.784180,25081725282.458817,1741957136.687362,-0.000000
11314770834.656425,5896384785336.567383,40376464502.165077,7412952504.412900,0.000000
15701098326.453362,3684928515626.794922,3542233780.052121,7412952504.408391,0.000000
11090032340.176035,6401258571504.304688,31520856321.039616,7412952504.412899,0.000000
16121544471.255522,2009236179116.041504,35578932665.956505,7412952504.411698,0.000000
11315150213.908747,6253635353238.932617,31823717889.069981,7412952504.412568,0.000000
-10187146614.712267,7025517001042.440430,19876010048.093075,-1484850502.186791,-0.000000
32754826444.760735,-612281973186.895996,22184666188.103226,-1994830741.240407,0.000000
