1663867812881263104.000000,0.395767,0.076699,0.032214,-1.603010,0.391165
1663867812887279872.000000,0.395767,0.076699,0.032214,-1.603010,0.391165
1663867812892102912.000000,0.395767,0.078233,0.030680,-1.601476,0.391165
1663867812910592000.000000,0.395767,0.078233,0.030680,-1.601476,0.391165
1663867812960519168.000000,0.395767,0.078233,0.032214,-1.601476,0.391165
1663867813010561024.000000,0.392699,0.076699,0.032214,-1.601476,0.389631
1663867813060508928.000000,0.386563,0.076699,0.032214,-1.601476,0.383495
1663867813111691008.000000,0.374291,0.078233,0.032214,-1.599942,0.375825
1663867813160526080.000000,0.355884,0.076699,0.030680,-1.598408,0.366621
1663867813210587136.000000,0.331340,0.075165,0.030680,-1.592272,0.354350
1663867813260499968.000000,0.299126,0.067495,0.030680,-1.586136,0.343612
1663867813310576896.000000,0.262311,0.058291,0.032214,-1.580000,0.326738
1663867813360508928.000000,0.219359,0.046019,0.030680,-1.572330,0.308330
1663867813410548992.000000,0.173340,0.036816,0.030680,-1.561592,0.289922
1663867813460517888.000000,0.125786,0.024544,0.030680,-1.553923,0.271515
1663867813510649856.000000,0.078233,0.012272,0.027612,-1.543185,0.250039
1663867813560462848.000000,0.029146,0.001534,0.024544,-1.535515,0.231631
1663867813610624000.000000,-0.016874,-0.009204,0.019942,-1.526311,0.210155
1663867813660496896.000000,-0.062893,-0.021476,0.015340,-1.518641,0.190214
1663867813711062784.000000,-0.105845,-0.032214,0.012272,-1.509437,0.170272
1663867813760505856.000000,-0.147262,-0.042951,0.007670,-1.498699,0.151864
1663867813810586880.000000,-0.190214,-0.055223,0.006136,-1.491029,0.131922
1663867813860486144.000000,-0.234699,-0.065961,0.001534,-1.483359,0.113515
1663867813910547968.000000,-0.277651,-0.076699,-0.001534,-1.474156,0.096641
1663867813960494080.000000,-0.316000,-0.085903,-0.004602,-1.468020,0.081301
1663867814010492160.000000,-0.348214,-0.092039,-0.007670,-1.460350,0.069029
1663867814060496128.000000,-0.372757,-0.098175,-0.010738,-1.455748,0.059825
1663867814239429120.000000,-0.394233,-0.110447,-0.013806,-1.446544,0.047553
1663867814241949184.000000,-0.398835,-0.111981,-0.013806,-1.445010,0.047553
1663867814245690112.000000,-0.398835,-0.111981,-0.013806,-1.445010,0.047553
1663867814260498944.000000,-0.398835,-0.111981,-0.012272,-1.446544,0.047553
1663867814310533888.000000,-0.400369,-0.111981,-0.013806,-1.443476,0.042951
1663867814360523008.000000,-0.401903,-0.111981,-0.019942,-1.440408,0.032214
1663867814412384000.000000,-0.401903,-0.111981,-0.032214,-1.429670,0.013806
1663867814460525056.000000,-0.400369,-0.108913,-0.049087,-1.414330,-0.012272
1663867814510575104.000000,-0.400369,-0.099709,-0.070563,-1.392855,-0.049087
1663867814560502016.000000,-0.400369,-0.084369,-0.099709,-1.368311,-0.088971
1663867814611372032.000000,-0.400369,-0.067495,-0.128854,-1.343767,-0.134990
1663867814660500992.000000,-0.400369,-0.052155,-0.156466,-1.317690,-0.177942
1663867814710542848.000000,-0.400369,-0.033748,-0.185612,-1.290078,-0.222427
1663867814760512000.000000,-0.400369,-0.018408,-0.213223,-1.262466,-0.265379
1663867814810533888.000000,-0.400369,-0.003068,-0.237767,-1.237923,-0.306796
1663867814992398080.000000,-0.400369,0.021476,-0.285320,-1.190369,-0.377359
1663867814997131008.000000,-0.400369,0.026078,-0.292990,-1.182699,-0.386563
1663867815002433024.000000,-0.400369,0.026078,-0.292990,-1.182699,-0.386563
1663867815010556928.000000,-0.400369,0.026078,-0.294524,-1.181165,-0.386563
1663867815060487936.000000,-0.400369,0.029146,-0.296058,-1.175029,-0.386563
1663867816242597120.000000,-0.398835,0.125786,-0.375825,-1.090660,-0.388097
1663867816249576192.000000,-0.398835,0.125786,-0.375825,-1.090660,-0.388097
1663867816299660032.000000,-0.398835,0.125786,-0.375825,-1.090660,-0.388097
1663867816349636096.000000,-0.398835,0.124252,-0.375825,-1.093728,-0.388097
1663867816399652864.000000,-0.398835,0.125786,-0.372757,-1.102932,-0.380427
1663867816449806848.000000,-0.398835,0.125786,-0.363553,-1.121340,-0.363553
1663867816499666944.000000,-0.398835,0.125786,-0.342078,-1.144350,-0.340544
1663867816549644032.000000,-0.398835,0.125786,-0.312932,-1.173495,-0.309864
1663867816599663872.000000,-0.398835,0.124252,-0.277651,-1.208777,-0.273049
1663867816649678848.000000,-0.398835,0.115049,-0.240835,-1.248660,-0.234699
1663867816699683840.000000,-0.398835,0.105845,-0.197884,-1.291612,-0.191748
1663867816749645824.000000,-0.398835,0.093573,-0.153398,-1.334563,-0.148796
1663867816800020992.000000,-0.398835,0.085903,-0.108913,-1.377515,-0.105845
1663867816849766912.000000,-0.398835,0.079767,-0.065961,-1.420466,-0.062893
1663867816899659008.000000,-0.398835,0.072097,-0.023010,-1.464952,-0.021476
1663867816949686016.000000,-0.398835,0.061359,0.016874,-1.509437,0.023010
1663867816999641856.000000,-0.398835,0.053689,0.059825,-1.550855,0.061359
1663867817049638912.000000,-0.398835,0.044485,0.101243,-1.589204,0.098175
1663867817099642112.000000,-0.397301,0.038350,0.130388,-1.622952,0.128854
1663867817149665024.000000,-0.397301,0.033748,0.154932,-1.647495,0.154932
1663867817199641856.000000,-0.397301,0.027612,0.173340,-1.668971,0.171806
1663867817383066880.000000,-0.397301,0.024544,0.196350,-1.687379,0.185612
1663867817385592064.000000,-0.397301,0.026078,0.196350,-1.688913,0.185612
1663867817390173952.000000,-0.397301,0.024544,0.196350,-1.688913,0.185612
1663867817399728128.000000,-0.397301,0.026078,0.196350,-1.687379,0.185612
1663867817449649152.000000,-0.397301,0.024544,0.194816,-1.687379,0.185612
1663867817499835136.000000,-0.397301,0.026078,0.196350,-1.687379,0.185612
1663867817549650944.000000,-0.398835,0.024544,0.196350,-1.688913,0.188680
1663867817599697152.000000,-0.404971,0.024544,0.196350,-1.687379,0.191748
1663867817649643776.000000,-0.417243,0.026078,0.196350,-1.688913,0.194816
1663867817699671040.000000,-0.437185,0.024544,0.196350,-1.688913,0.200951
1663867817749656064.000000,-0.467864,0.024544,0.196350,-1.688913,0.207087
1663867817799673088.000000,-0.504680,0.024544,0.196350,-1.688913,0.216291
1663867817849665024.000000,-0.549165,0.024544,0.196350,-1.690447,0.225495
1663867817900473088.000000,-0.596719,0.026078,0.196350,-1.690447,0.234699
1663867817949651968.000000,-0.645806,0.024544,0.196350,-1.690447,0.243903
1663867817999631872.000000,-0.696427,0.024544,0.196350,-1.691981,0.254641
1663867818049683968.000000,-0.743981,0.024544,0.196350,-1.693515,0.263845
1663867818099673088.000000,-0.790000,0.026078,0.196350,-1.693515,0.273049
1663867818149638912.000000,-0.834486,0.026078,0.194816,-1.693515,0.280719
1663867818199693824.000000,-0.875903,0.027612,0.194816,-1.693515,0.291456
1663867818249618176.000000,-0.918855,0.029146,0.194816,-1.695049,0.302194
1663867818299665920.000000,-0.961806,0.032214,0.194816,-1.695049,0.311398
1663867818349641984.000000,-1.004757,0.033748,0.193282,-1.695049,0.322136
1663867818399725056.000000,-1.046175,0.035282,0.191748,-1.696583,0.329806
1663867818449673984.000000,-1.086058,0.036816,0.190214,-1.696583,0.337476
1663867818499779840.000000,-1.121340,0.038350,0.190214,-1.698117,0.343612
1663867818549637120.000000,-1.150486,0.041417,0.190214,-1.698117,0.346680
1663867818732478976.000000,-1.202641,0.044485,0.190214,-1.699651,0.357418
1663867818738087936.000000,-1.202641,0.044485,0.190214,-1.699651,0.357418
1663867818740333056.000000,-1.202641,0.044485,0.190214,-1.699651,0.357418
1663867818749798912.000000,-1.202641,0.044485,0.190214,-1.699651,0.357418
1663867818802979072.000000,-1.201107,0.044485,0.185612,-1.699651,0.357418
1663867818849634048.000000,-1.201107,0.044485,0.179476,-1.698117,0.357418
1663867818899645184.000000,-1.202641,0.050621,0.167204,-1.687379,0.357418
1663867818949718016.000000,-1.202641,0.055223,0.153398,-1.668971,0.358952
1663867818999991808.000000,-1.202641,0.058291,0.128854,-1.642893,0.358952
1663867819049659136.000000,-1.204175,0.064427,0.101243,-1.607612,0.360485
1663867819099646976.000000,-1.205709,0.072097,0.065961,-1.567728,0.360485
