0.138208,0.064046,0.988330,0.247717
0.061517,0.995425,-0.073109,0.110260
-0.988491,0.070904,0.133636,0.154013
0.000000,0.000000,0.000000,1.000000
0.138208,0.064046,0.988330,0.247717
0.061517,0.995425,-0.073109,0.110260
-0.988491,0.070904,0.133636,0.154013
0.000000,0.000000,0.000000,1.000000
0.140978,0.063845,0.987952,0.247858
0.062750,0.995336,-0.073277,0.110323
-0.988022,0.072325,0.136314,0.154773
0.000000,0.000000,0.000000,1.000000
0.140978,0.063845,0.987952,0.247858
0.062750,0.995336,-0.073277,0.110323
-0.988022,0.072325,0.136314,0.154773
0.000000,0.000000,0.000000,1.000000
0.136823,0.064145,0.988517,0.247504
0.060901,0.995469,-0.073026,0.110166
-0.988722,0.070193,0.132296,0.153670
0.000000,0.000000,0.000000,1.000000
0.138303,0.064057,0.988316,0.247604
0.061305,0.995439,-0.073098,0.109755
-0.988491,0.070699,0.133745,0.154085
0.000000,0.000000,0.000000,1.000000
0.135529,0.058186,0.989063,0.247179
0.060076,0.995955,-0.066823,0.109567
-0.988950,0.068476,0.131486,0.153399
0.000000,0.000000,0.000000,1.000000
0.134594,0.049227,0.989677,0.247798
0.058431,0.996633,-0.057519,0.107575
-0.989177,0.065569,0.131265,0.153056
0.000000,0.000000,0.000000,1.000000
0.131187,0.043515,0.990402,0.248611
0.054811,0.997190,-0.051073,0.103873
-0.989841,0.060985,0.128433,0.152031
0.000000,0.000000,0.000000,1.000000
0.129662,0.043849,0.990588,0.250359
0.050474,0.997435,-0.050759,0.097458
-0.990273,0.056580,0.127116,0.151421
0.000000,0.000000,0.000000,1.000000
0.130135,0.044207,0.990510,0.252948
0.044769,0.997725,-0.050411,0.087020
-0.990485,0.050905,0.127859,0.151292
0.000000,0.000000,0.000000,1.000000
0.128544,0.049129,0.990486,0.254750
0.039856,0.997709,-0.054660,0.078988
-0.990903,0.046503,0.126291,0.150683
0.000000,0.000000,0.000000,1.000000
0.121213,0.051302,0.991300,0.256310
0.032346,0.997929,-0.055601,0.068397
-0.992099,0.038804,0.119303,0.148652
0.000000,0.000000,0.000000,1.000000
0.115135,0.054901,0.991832,0.258002
0.025113,0.997992,-0.058157,0.056276
-0.993032,0.031604,0.113525,0.146970
0.000000,0.000000,0.000000,1.000000
0.110160,0.055346,0.992372,0.258745
0.018767,0.998155,-0.057752,0.044079
-0.993737,0.024985,0.108918,0.145770
0.000000,0.000000,0.000000,1.000000
0.107880,0.054154,0.992688,0.259398
0.013306,0.998347,-0.055909,0.031994
-0.994075,0.019240,0.106981,0.145239
0.000000,0.000000,0.000000,1.000000
0.103815,0.056006,0.993018,0.259239
0.007978,0.998334,-0.057140,0.019922
-0.994565,0.013854,0.103196,0.144375
0.000000,0.000000,0.000000,1.000000
0.096440,0.054788,0.993830,0.258314
0.003108,0.998462,-0.055345,0.008324
-0.995334,0.008426,0.096122,0.142786
0.000000,0.000000,0.000000,1.000000
0.090375,0.055020,0.994387,0.257412
-0.001109,0.998478,-0.055145,-0.003159
-0.995907,0.003881,0.090298,0.141162
0.000000,0.000000,0.000000,1.000000
0.082621,0.052137,0.995216,0.255481
-0.004440,0.998640,-0.051948,-0.013730
-0.996571,-0.000127,0.082740,0.139590
0.000000,0.000000,0.000000,1.000000
0.080844,0.047692,0.995585,0.253515
-0.007712,0.998855,-0.047222,-0.024184
-0.996697,-0.003860,0.081120,0.139459
0.000000,0.000000,0.000000,1.000000
0.075911,0.044738,0.996110,0.251211
-0.010429,0.998974,-0.044072,-0.034511
-0.997060,-0.007042,0.076300,0.138240
0.000000,0.000000,0.000000,1.000000
0.069353,0.043275,0.996653,0.248104
-0.012692,0.999016,-0.042495,-0.045406
-0.997511,-0.009703,0.069834,0.137007
0.000000,0.000000,0.000000,1.000000
0.064267,0.044849,0.996924,0.244558
-0.014639,0.998924,-0.043996,-0.055706
-0.997825,-0.011766,0.064855,0.136164
0.000000,0.000000,0.000000,1.000000
0.060601,0.052541,0.996778,0.241015
-0.016670,0.998528,-0.051620,-0.066300
-0.998023,-0.013489,0.061387,0.135277
0.000000,0.000000,0.000000,1.000000
0.057080,0.054084,0.996904,0.237546
-0.017794,0.998428,-0.053147,-0.074053
-0.998211,-0.014706,0.057953,0.134758
0.000000,0.000000,0.000000,1.000000
0.055089,0.054104,0.997015,0.234723
-0.018952,0.998408,-0.053132,-0.080750
-0.998302,-0.015968,0.056027,0.134192
0.000000,0.000000,0.000000,1.000000
0.053263,0.051048,0.997275,0.232234
-0.019520,0.998555,-0.050071,-0.085109
-0.998390,-0.016800,0.054182,0.133992
0.000000,0.000000,0.000000,1.000000
0.054225,0.038861,0.997772,0.229862
-0.021300,0.999060,-0.037754,-0.090292
-0.998302,-0.019205,0.055002,0.134125
0.000000,0.000000,0.000000,1.000000
0.054159,0.040396,0.997715,0.229563
-0.021466,0.998998,-0.039282,-0.090988
-0.998302,-0.019290,0.054972,0.133819
0.000000,0.000000,0.000000,1.000000
0.054159,0.040396,0.997715,0.229563
-0.021466,0.998998,-0.039282,-0.090988
-0.998302,-0.019290,0.054972,0.133819
0.000000,0.000000,0.000000,1.000000
0.054126,0.041928,0.997653,0.229423
-0.021549,0.998934,-0.040813,-0.091340
-0.998302,-0.019290,0.054972,0.133819
0.000000,0.000000,0.000000,1.000000
0.054126,0.040398,0.997717,0.229401
-0.021549,0.998996,-0.039280,-0.091332
-0.998302,-0.019374,0.054942,0.133513
0.000000,0.000000,0.000000,1.000000
0.052703,0.041901,0.997731,0.229085
-0.020983,0.998945,-0.040844,-0.091206
-0.998390,-0.018783,0.053527,0.132276
0.000000,0.000000,0.000000,1.000000
0.054126,0.041928,0.997653,0.229187
-0.021549,0.998934,-0.040813,-0.091246
-0.998302,-0.019290,0.054972,0.130761
0.000000,0.000000,0.000000,1.000000
0.059816,0.040514,0.997387,0.229927
-0.023815,0.998950,-0.039149,-0.091541
-0.997925,-0.021411,0.060718,0.128988
0.000000,0.000000,0.000000,1.000000
0.066926,0.042205,0.996865,0.230813
-0.026645,0.998824,-0.040499,-0.091894
-0.997402,-0.023851,0.067971,0.126631
0.000000,0.000000,0.000000,1.000000
0.072610,0.042347,0.996461,0.231301
-0.028908,0.998768,-0.040338,-0.092088
-0.996941,-0.025877,0.073745,0.123049
0.000000,0.000000,0.000000,1.000000
0.083971,0.042665,0.995554,0.232627
-0.033431,0.998641,-0.039977,-0.092616
-0.995907,-0.029926,0.085283,0.119568
0.000000,0.000000,0.000000,1.000000
0.092483,0.042934,0.994788,0.233245
-0.036820,0.998534,-0.039672,-0.092862
-0.995033,-0.032960,0.093929,0.114861
0.000000,0.000000,0.000000,1.000000
0.106653,0.048010,0.993137,0.234538
-0.042462,0.998142,-0.043692,-0.093377
-0.993389,-0.037510,0.108494,0.109696
0.000000,0.000000,0.000000,1.000000
0.119384,0.051562,0.991508,0.235399
-0.047530,0.997802,-0.046166,-0.093719
-0.991710,-0.041615,0.121573,0.104268
0.000000,0.000000,0.000000,1.000000
0.130682,0.056615,0.989807,0.236094
-0.052028,0.997384,-0.050179,-0.093996
-0.990058,-0.044941,0.133286,0.098520
0.000000,0.000000,0.000000,1.000000
0.143280,0.061779,0.987752,0.236901
-0.057299,0.996893,-0.054039,-0.094739
-0.988022,-0.048854,0.146375,0.092526
0.000000,0.000000,0.000000,1.000000
0.155932,0.066969,0.985495,0.237467
-0.062358,0.996376,-0.057842,-0.094965
-0.985798,-0.052434,0.159543,0.086972
0.000000,0.000000,0.000000,1.000000
0.165751,0.072035,0.983533,0.237894
-0.066285,0.995887,-0.061769,-0.095136
-0.983937,-0.054955,0.169844,0.081009
0.000000,0.000000,0.000000,1.000000
0.178348,0.075777,0.981045,0.238293
-0.071323,0.995403,-0.063920,-0.095295
-0.981379,-0.058571,0.182933,0.075288
0.000000,0.000000,0.000000,1.000000
0.190793,0.081082,0.978276,0.238190
-0.076639,0.994771,-0.067502,-0.095678
-0.978634,-0.062096,0.196010,0.070017
0.000000,0.000000,0.000000,1.000000
0.199143,0.086117,0.976179,0.237609
-0.079993,0.994236,-0.071391,-0.095445
-0.976700,-0.063871,0.204884,0.063736
0.000000,0.000000,0.000000,1.000000
0.213153,0.088519,0.973001,0.237932
-0.085242,0.993775,-0.071735,-0.095151
-0.973293,-0.067650,0.219371,0.059283
0.000000,0.000000,0.000000,1.000000
0.225609,0.093875,0.969685,0.238182
-0.090223,0.993082,-0.075149,-0.095251
-0.970031,-0.070533,0.232518,0.055078
0.000000,0.000000,0.000000,1.000000
0.232510,0.097354,0.967709,0.237586
-0.092983,0.992645,-0.077522,-0.095013
-0.968139,-0.071956,0.239852,0.050985
0.000000,0.000000,0.000000,1.000000
0.240626,0.102464,0.965195,0.237276
-0.096657,0.991999,-0.081213,-0.095311
-0.965793,-0.073751,0.248604,0.048135
0.000000,0.000000,0.000000,1.000000
0.247492,0.104474,0.963241,0.237276
-0.099415,0.991661,-0.082013,-0.095311
