0.010357,0.008828,-0.011524,-0.004192,0.004221
-0.002515,-0.001833,0.016254,0.001855,-0.004049
-0.007185,-0.005285,0.012651,0.003540,-0.004117
-0.000328,-0.009202,0.016669,0.001741,-0.001862
-0.005246,-0.008145,0.012782,0.002083,-0.003712
-0.007229,-0.001750,0.015757,0.003969,-0.004161
0.004065,-0.014929,0.015094,0.002191,0.007133
0.008491,-0.007558,0.016518,0.002001,0.006957
-0.014066,-0.006806,0.013808,0.002397,-0.004862
0.000800,-0.044521,0.018000,0.003441,0.005402
0.008284,-0.006524,0.013282,0.003204,0.005216
